Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Myanmar,GDP (current US$),,,,,,,,,,,,,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59937797559.3295,60269734044.526,65446199787.8425,59687410896.5734,63256184700.2223,66719084253.4803,71214803378
Namibia,GDP (current US$),2491412335.8,2531519951.4,2785764518,2992650454.5,3424733520.3,3218475900.5,3636645995.26867,3942478205.72909,3945340776.40546,4102648719.61806,3826527630.55551,3818954447.99083,3833993702.98856,3476452446.22032,3275669889.09655,4811994024.87871,6480441754.26103,7121391945.65439,7835043624.01241,8740865600.24981,8486721916.9128,8876191120.76189,11282192605.0374,12409629835.6998,13016272898.9038,12717790504.5002,12786078008.2376,11650656642.2655,11286139080.0065,13566192144.4614,14521711634
Nepal,GDP (current US$),3487009748.4,3525228153.2,3627562402.7,3921476084.9,3401211581.3,3660041666.7,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922,25180583769.9244,29040398982
Netherlands,GDP (current US$),261910508310,258336705600,318330511920,327500328260,362962871800,353550170030,379130260200.993,452301674444.139,450490196078.431,416812740004.518,438008220395.468,446898572341.786,416442786069.652,431213422818.792,471613965744.401,578792325056.433,657171591755.649,685092650167.89,733340860619.747,847481522036.682,947997656364.436,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913658465710
New Caledonia,GDP (current US$),2072735787.3,2185072798.3,2529310103.8,2653781596.5,2923764926.4,3070161471,3038727617.03901,3628440274.67,3606968433.92682,3291489840.57141,3158806480.26107,3056999988.09146,2682347064.3642,,,,,,,,,,,,,,,,,,
New Zealand,GDP (current US$),45176811594,43920222525,45495129385,42745329732,41649829860,46775620817,55314732279.1379,63918703506.9075,70140835299.0149,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111608845081.383,137316087308.003,133280382371.547,121338622025.111,146583831538.331,168461998741.295,176193696737.934,190784384693.441,200834001603.85,177208110322.704,187854022728.459,202590814084.991,204923917870
Nicaragua,GDP (current US$),2630904261.8,1013184745.7,1009455483.9,1488804123.7,1792800000,1756454248.4,3863185119.04762,4140470000,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763688104.72396,7423367753.47589,8496998229.39412,8298729073.96937,8758639096.47693,9774351930.71802,10532006608.1447,10982938825.6994,11880395548.3476,12756706583.3113,13286048705.496,13843612004.9649,13117845417
Niger,GDP (current US$),2280356338.2,2179567107.5,2480673195,2327986215.9,2344987614.3,1606581743.8,1563207224.65066,1880803361.68562,1987770898.54334,1845599608.44272,2076737356.67897,2018193703.06047,1798374468.36362,1945327564.65042,2170481508.86916,2731416346.48158,3052898739.4678,3405134831.8505,3646728060.06463,4291363390.91295,5379299887.69673,5373097440.5653,5718664504.91341,6409184724.22579,6942258305.19085,7667952566.39139,8229731383.75656,7217667780.59665,7528285443.60769,8119710126.32655,9290938457.3
Nigeria,GDP (current US$),49648470440,44003061108,54035795388,49118433048,47794925815,27752204320,33833042987.7582,44062465800.1706,51075815092.5,54457835193.4927,54604050168.1818,59372613485.6576,69448756932.5833,74030364472.0506,95385819320.5737,104911947834.122,136385979322.437,176134087150.341,236103982431.635,275625684968.615,337035512676.935,291880204327.419,363359886203.409,410334579160.752,459376049763.999,514966287334.277,568498937615.656,494583180777.103,404649527537.753,375745486520.715,397269616080
North Macedonia,GDP (current US$),,,4699646643.1,4938775510.2,2436849342,2682456896.6,3556581986.14319,4680078740.15748,4651453634.08521,3928975903.61446,3756208791.20879,3863743409.49033,3772851420.24763,3709637829.94866,4018365247.44444,4946292774.79046,5682719260.0763,6258600713.82628,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11279509013.9119,12672131053
Norway,GDP (current US$),101900260860,102633789560,119791683310,121872464480,130838040070,120579072750,127131461119.927,152029612324.789,163520109150.671,161356631888.484,154163364302.66,162284465073.341,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,434166615430
Occ.Pal.Terr,GDP (current US$),,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000,14615900000
Oman,GDP (current US$),8386215864.8,9372171651.5,11685045514,11341482445,12452275683,12493107932,12918855656.697,13802600780.2341,15277763328.9987,15837451235.3706,14085373211.9636,15710148244.4733,19507412223.6671,19452015604.6814,20142782834.8505,21633810143.0429,24763589076.723,31081924577.3732,37215864759.4278,42085305591.6775,60905331599.4798,48388296488.9467,58642392717.8153,67937581274.3823,76689206762.0286,78784395318.5956,81076723016.9051,68921456436.9311,65941482444.7334,70597919375.8127,79276723017
Pakistan,GDP (current US$),38472741737,40171019643,40010424929,45451960732,48635176853,51478304860,51894781281.8919,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,73952374969.7995,72309738921.3329,72306820396.2326,83244801092.7096,97977766197.6724,109502102510.883,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314588210500
Palau,GDP (current US$),,,,,,,,,,,,,146113700,156737100,163026600,153761900,164886100,184468800,189028900,194630300,198024400,183369300,183498800,193143900,211103300,223388400,243147000,280376100,300125600,286321800,283994900
Panama,GDP (current US$),5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57957600000,62283800000,65055100000
Papua New Guinea,GDP (current US$),3655979702.5,3546460177,3219730365,3787394958,4377980510.1,4974550286.2,5502786069.65174,4636057476.42568,5155311077.38998,4936615298.79367,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8355006711.25024,9545177004.87155,11670840924.1395,11619637815.9806,14250755221.5077,17984910495.726,21295659249.2443,21261432774.5022,23210682536.8359,21723531182.1369,20759069104.55,22742613549.3956,23497607690
Paraguay,GDP (current US$),4255683528.3,4757732200,5812114523,6984367762.9,7157424031.1,7249533620.3,7870982004.8195,9062131475.02318,9788391780.52421,9965225678.05093,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.2931,10737500188.1123,13429430050.261,17856270473.153,24578067861.3998,22341754513.9643,27215968615.5548,33715524703.9288,33283228891.0923,38585317742.981,40276532540.8812,36164068797.2511,36054281572.3981,39008900331.6733,40496953779
Peru,GDP (current US$),15439408447,22499559086,26410386669,34341465998,35966302303,34832077221,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.606,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222044970490
Philippines,GDP (current US$),37885440419,42575183906,44311593756,45417561302,52976344929,54368083953,64084460124.4644,74119987244.5011,82848140618.0266,82344260570.6685,72207028767.7598,82995145792.9341,81026300310.0109,76262072467.3776,81357605641.8544,83908206647.9347,91371242495.0794,103071582125.968,122210716311.048,149359918059.998,174195136253.393,168334601260.075,199590775190.258,224143083706.777,250092092998.143,271836123723.678,284584522898.872,292774099013.687,304897590205.413,313619747740.186,330910343610
Poland,GDP (current US$),,,,,,,,142137319587.629,159942880456.956,159117799530.388,174388271853.6,169717677900.734,171885598582.637,190521263343.023,198680637254.902,217513049291.61,255102252843.395,306125173852.573,344748646558.391,429063549983.742,533815789473.684,439796160379.475,479321460551.189,528832185770.217,500360816827.883,524234322596.975,545389126644.476,477576866958.483,472028000405.803,526216495118.144,585663814820
Portugal,GDP (current US$),56347251114,60594092437,78713859795,89233599833,107592098900,95009751901,99688640942.029,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127427343916.471,118310710337.203,121498889485.459,134156091661.961,164862142212.19,189034502110.752,197180330804.626,208581694893.991,240190803449.22,262344779551.78,243701635176.438,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,220811110492.149,240674524460
Qatar,GDP (current US$),6038187033,6487912087.9,7360439423.1,6883516483.5,7646153983.5,7156593653.8,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775274725.275,186833516483.516,198727747252.747,206224725274.725,161739835164.835,151732142857.143,166928571428.571,191362087910
Romania,GDP (current US$),40809523810,42105263158,38995454545,28998684211,25121666667,26362894737,30074440483.3837,37435317265.1254,36937074278.3004,35574916294.6429,41694118972.5101,35952781582.2083,37253259016.9976,40394824679.1232,46066101951.2933,57806506024.0964,74972669056.5922,98452791982.7024,122022997508.01,174585202805.233,214313628965.024,174103695930.213,166225180150.414,183443154234.731,171196268957.961,190949066979.176,199626806401.529,177893451831.141,188494136775.719,211695422578.655,239552516740
Russian Federation,GDP (current US$),554713455150,506500173960,516814274020,517962962960,460290556900,435083713850,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347770731.787,591016690742.798,764017107992.392,989930542278.695,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2051661732059.78,2210256976945.38,2297128039058.21,2059984158438.46,1363594369577.82,1282723881134.01,1578624060588.26,1657554647100
Rwanda,GDP (current US$),2395493877.5,2405021932.9,2550185618.1,1911600969.8,2029026704,1971525998.9,753636370.454545,1293535010.94467,1382334879.40812,1851558301.7002,1989343495.21844,1817654508.16444,1734938652.21165,1674685248.19528,1677552332.39623,1846198770.58709,2088961968.93579,2581313485.68523,3194248865.75436,3875655218.43662,4924731465.94296,5450464409.08754,5849863212.53084,6646901207.96626,7428848122.01823,7621924854.16834,8016593394.23229,8277614580.58676,8475622319.014,9140429057.8874,9508715596.4
Samoa,GDP (current US$),133016065.42,122888609.72,125766269.76,125597205.42,132303041.36,133122897.2,221098106.508876,224865731.381903,249908970.658971,285475591.89651,269481523.200465,258833766.580017,269019710.327456,273088357.1637,288078881.433056,338838639.378435,420320176.359437,465568018.300557,505832439.822977,570469196.667431,619260721.579306,584706020.213857,663161528.405016,737401684.079882,760549577.698957,770021643.562694,756919933.524059,788307314.850856,799376439.999273,831903814.094124,820491798.3
Sao Tome and Principe,GDP (current US$),,,,,,,,,,,,,,75951127.727338,85171074.2134329,102085766.467304,114582285.797721,136450661.34421,142775106.811733,149146923.104274,188021168.841818,187821029.03052,197454052.146072,233213521.691189,252560556.021848,302925488.131749,348941656.435664,318265835.263324,347545391.785,375040173.816889,422296762.32
Saudi Arabia,GDP (current US$),88256074766,95344459279,117630271800,132223268490,137087876660,132967901420,135174886488.652,143343036341.789,158662398744.993,165963557409.88,146775498080,161716960000,189514926213.333,184137469733.333,189605920240,215807655253.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,519796800000,429097866666.667,528207200000,671238840106.667,735974843360,746647127413.333,756350347333.334,654269902880,644935541440,688586133333.333,786521831570
Senegal,GDP (current US$),6311054901.5,6219793532.6,7237100724.3,7111252865.8,7602005274.4,7189226453.3,4908415368.782,6176312552.1388,6413189839.20318,5915250258.27977,6368265193.69888,6512207622.19727,5924239700.81588,6174898370.14018,6752510282.95744,8683229268.11979,10167441854.4694,11022821631.8674,11847848224.8947,14285970085.1384,16949789464.5284,16248212852.2153,16215069255.5883,17878780184.8872,17825417949.4095,18960182371.4679,19770840285.9946,17767704596.9267,19027392875.8489,21081669869.9833,24129599552
"Serbia, FR(Serbia/Montenegro)",GDP (current US$),,,,,,,,16750000000,20948677839.851,24147996549.5662,18284194680.3844,18409364146.9794,6540247190.33529,12267175481.2542,16116843146.4806,21188704081.2428,24861483280.6339,27683225959.2468,32482070360.3204,43170990616.4729,52194221468.5007,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39628550868.7509,40630392018.541,44120424391.86,50597289147
Seychelles,GDP (current US$),283828769.03,304832867.39,368584758.94,374359556.08,433667193.81,473916819.45,486451204.557142,508221508.221508,503068472.20266,562958836.519905,608369282.225727,622985493.682733,614879764.780006,622262057.191635,697518248.175182,705704816.042365,839319927.272727,919103254.545455,1016418229.25159,1033561654.0568,967199593.960157,847397850.094417,969936525.298729,1065826669.89742,1060226125.62616,1328157608.83087,1343007845.04468,1377495054.04127,1427524565.30226,1503168689.81984,1590180446.2
Sierra Leone,GDP (current US$),1055083945.4,932974411.92,649644826.8,779981458.92,679997997.6,768812334.8,911915970.683484,870758739.40678,941742152.709895,850218033.622007,672375927.347148,669384768.872631,635874002.198748,1090467712.30773,1253340519.53311,1385810072.19217,1448536630.88143,1650494366.99875,1885112201.85278,2158496872.85796,2505458705.03338,2453899846.88317,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3739577973.23943,4085114794.2
Singapore,GDP (current US$),25371462488,30465364739,36144336769,45466164978,52130263966,60603478153,73690847191.3055,87810991957.1046,96295886524.8227,100124191810.345,85728310229.4455,86284660766.9617,96074477958.2367,89794943349.8912,92537752708.5893,97645448283.7791,115035498757.543,127807618360.971,148630373214.173,180941941477.009,193611986712.842,194152286008.938,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318068476293.883,338406474038.67,364156657770
Slovak Republic,GDP (current US$),,,12747380523,14272201508,15495514426,16520676622,20162935816.8229,25840146405.2288,27925036755.3866,27706028095.6157,29856000671.216,30453383763.0514,29169953012.7142,30752150335.5705,35130340673.8189,46816589164.7856,57332015147.7527,62785305310.2848,70708098105.6329,86454081576.7862,100469509301.304,89046289247.0131,90183986821.6439,98997521242.3941,94416582465.2848,98723944143.6938,101171217100.824,88457167724.277,89640741266.0295,95241436351.7628,105904632160
Slovenia,GDP (current US$),,,18198205508,13263688696,13101056604,13258920423,15049621395.3488,21352223817.226,21507233002.8329,20763101590.6363,22146232111.9446,22711383651.9446,20289627636.6767,20876309575.5183,23489889975.0623,29634713062.594,34414784504.2352,36206396343.7383,39481044912.8089,48006373117.9852,55552508715.3948,50368056543.4843,48161250935.0166,51516367349.8866,46580457470.2769,48401896409.9842,49930685013.4603,43090173061.9713,44651537259.9731,48441722815.6069,54007972106
Solomon Islands,GDP (current US$),310684273.71,332286760.86,302515026.89,320355090.61,378778047.2,410923236.19,464756638.512487,519334096.714525,565163750.56079,567919502.811483,471177008.057148,482214092.308964,435103853.485036,400463452.065176,341661643.551446,332738245.913215,375111894.932329,413909879.281265,456705433.996978,516074228.959749,608229326.656255,597765363.128492,681151193.502387,932725583.343148,1063879445.83424,1129787198.20326,1172268300.95047,1154650068.85921,1230459709.77114,1309631135.2273,1395608472
South Africa,GDP (current US$),95176640968,99030856825,115552349040,123942759160,134544563100,134308050010,139752515748.806,155460927990.383,147606294673.67,152587423868.182,137774755609.072,136632320704.653,136361298082.061,121514658737.165,115482368343.658,175256916996.047,228590027400.653,257772710832.953,271638484826.109,299415505152.298,286769839732.726,295936485832.635,375349442837.24,416418874936.305,396332702639.496,366829390478.954,350904575292.317,317620522794.827,296357282715.109,349554116683.818,368288939770
Spain,GDP (current US$),376160410080,414757056920,536558591900,577166174220,630916018690,525075636160,530562634952.18,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634693160025.57,596877648793.072,627286800894.855,705394315829.098,905492099322.799,1067093369754.16,1153285660987.44,1259343871534.31,1472131125102.66,1625224842536.99,1485583495415.39,1420722034063,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1309309642308.24,1419041949900
Sri Lanka,GDP (current US$),6978371581.3,6987267683.8,8032551173.2,9000362581.6,9703011635.9,10338679636,11717604208.8223,13029697560.9756,13897738375.2488,15091913883.7091,15794972847.1683,15656327859.5697,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,56725749221.9043,65292753005.4664,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,88019706803.834,88900770858
St. Kitts and Nevis,GDP (current US$),172692174.44,192517321.85,217258907.78,220539518.52,242135407.41,263754666.67,295157666.666667,313483370.37037,333946111.111111,374640306.97364,383257146.034924,406597041.48593,433520483.446409,475443702.962222,497328958.588218,486344344.344344,529250444.444444,577730925.925926,657227370.37037,723938703.703704,793368444.444444,767066407.407407,760170370.37037,817759259.259259,800414814.814815,839774074.074074,916566666.666667,923155555.555556,971166666.666667,996944444.444445,1010822222.2
St. Lucia,GDP (current US$),384376809.63,435493044.07,518433324.81,548819074.07,602911074.07,612538814.81,638422518.518518,682370000,705672777.777778,721068259.259259,784752481.481482,824732888.888889,834327296.296296,798333814.814815,805069148.148148,883314333.333333,954317407.407407,1015934666.66667,1134567222.22222,1279428222.22222,1286720333.33333,1278745518.51852,1399203481.48148,1444269666.66667,1440016851.85185,1483814333.33333,1559072148.14815,1659110888.88889,1701596814.81481,1816728740.74074,1921848222.2
St. Vincent and the Grenadines,GDP (current US$),200726712.59,214745002.22,240365262.59,254829629.63,277954111.11,286307814.81,289438481.481481,316008481.481481,331489703.703704,347770000,373619851.851852,390719148.148148,396261370.37037,430039296.296296,461883444.444444,481806296.296296,521975111.111111,550728666.666667,610930037.037037,684446259.259259,695428851.851852,674922481.481482,681225962.962963,676129407.407407,692933740.740741,721207407.407407,727714814.814815,755400000,774429629.62963,792177777.777778,811300000
Suriname,GDP (current US$),1161000000,542600000,388400000,448100000,404600000,428764705.88,605492537.313433,691590497.737557,861411471.321696,926422500,1110850000,886290697.674419,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793388732.29125,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,4787367928.11777,3166040522.7499,3068766109.75333,3590753768.8
Sweden,GDP (current US$),205291944800,216163836170,259702295570,271983749280,281993200320,211209754090,227272161741.835,265392735480.072,289755592007.158,266383711639.969,268916086994.805,272292917312.161,261337451703.739,241018965834.39,265336496492.796,332269146581.255,382624474411.136,389752445437.636,420223767314.521,487972865005.622,515413663880.081,435114191643.367,495328620126.028,572744002632.359,550926978153.434,584637790103.989,580249344644.964,503650641896.128,515744370225.386,540545236387.733,556086488940
Switzerland,GDP (current US$),209298156700,202078703960,258066552980,261113787380,271814366800,264353008120,292646657673.466,342617336152.22,330091423948.22,286518982980.776,295044833770.175,289912794567.967,272055305542.397,278631192225.646,301416655973.309,352914531818.519,394164053075.995,408689367169.933,430921199553.358,479913362212.596,554363401347.983,541506295377.263,583783396408.582,699579502158.199,668043476123.359,688504215507.029,709182183359.844,679832391757.542,671308872735.114,679950915261.122,705140354170
Syrian Arab Republic,GDP (current US$),10577042355,9853396225.6,12308624284,12981833333,13253565899,13695962019,10122020000,11396706586.8263,13789560878.2435,14505233968.8716,15200846138.4615,15873875968.9922,19325894913.1254,21099833783.503,21582248881.6592,21828144686.0394,25086930693.0693,28858965517.2414,33332844574.7801,40405006007.2087,,,,,,,,,,,
Tajikistan,GDP (current US$),,,2629395066.3,2534720480.3,1909246640.8,1646693642.1,1522018435.69536,1231567145.35508,1043654822.33503,921572114.52961,1320242080.86531,1086605267.40992,860521119.298753,1080768906.5003,1221120798.81336,1555301496.04756,2076182460.86517,2312327536.41789,2830220713.07301,3719506172.83951,5161337336.40365,4979481980.35098,5642178579.58438,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,7854602391.65355,6952678127.03396,7157865188.25222,7522947810.1
Tanzania,GDP (current US$),5100405772.5,4420168102.4,4258743262.8,4956588278.6,4601413263.5,4257702196.5,4510846967.8742,5255221424.80962,6496195450.61034,7683852496.84499,12270448700.1994,12711213451.034,13375976353.6994,13581644245.7352,14142035080.2849,15224257698.482,16675948414.7573,18399046025.2688,18649590248.2626,21843529024.9154,27941177434.5087,29081425282.2949,32014249841.4151,34657139495.4031,39650530214.3287,45680532613.7591,49964788814.0927,47378599025.3044,49774021003.0748,53320625958.5628,58001200572
Thailand,GDP (current US$),61667199835,72250877410,85343063966,98234695722,111452869380,128889832380,146683499005.964,169278552851.272,183035154107.494,150180268649.388,113675706127.265,126668932159.508,126392308497.749,120296746256.631,134300851255.002,152280653543.725,172895476152.592,189318499954.003,221758486880.313,262942650543.771,291383081231.82,281710095724.761,341105009515.333,370818747396.833,397558094269.876,420333333333.333,407339361695.577,401295970240.337,412352789519.611,455275517239.347,504992757700
Togo,GDP (current US$),1378847487.4,1352949662.8,1628427515.4,1602299862.9,1692959110.2,1233496846.3,982624324.505898,1309382885.33029,1465448290.34132,1498950899.08774,1587345950.9743,1576094566.48548,1488185772.47585,1481141849.98469,1698678686.38235,2111093197.99043,2255942249.33218,2280575830.08337,2349495620.59025,2659095101.10026,3310277926.58997,3365711796.38206,3426022205.75557,3867391618.08827,3873529926.22723,4320427495.74933,4568900619.92456,4179185205.16122,4483932937.18367,4808043652.61932,5358722982.7
Tonga,GDP (current US$),106657267.37,106344854.99,113563821.58,132201141.45,137066290.55,138489884.39,193775943.038933,202547013.927138,219583570.094975,212155124.65374,188686997.319035,196686674.669868,202363492.160332,181244788.473329,182737040.095422,202543202.004099,229358214.792003,262176133.725429,294137737.070038,300143056.873221,349484427.609428,318166562.784677,369485198.817979,423011844.331641,472358251.224261,450686353.674011,443911052.254042,435438217.281663,401109307.359307,430174168.740104,450353313.88
Trinidad and Tobago,GDP (current US$),4496852073.5,4323058823.5,5068000000,5307905882.4,5439552941.2,4669488516.4,4947205860.01452,5329214163.22002,5759537726.26601,5737751331.6378,6043694330.21609,6808982520.75759,8154338232.95978,8824873259.32105,9008273720.93395,11305459802.0683,13280275123.0354,15982282462.3786,18369361094.3886,21641620049.9352,27871587349.5413,19172165225.5015,22157948396.2042,25433011405.3017,25763220107.0051,27268478564.5547,27615843098.0949,25062893969.3292,22284780326.8856,22474828527.1775,23808146748
Tunisia,GDP (current US$),10096292842,10102075213,12290568182,13074782609,15497286296,14608946896,15632463424.2784,18030876599.3444,19587322786.1105,20746360430.4187,21803372266.6198,22943685719.103,21473188881.5933,22066101341.4888,23142294436.2383,27453084982.5378,31183139301.4853,32273007553.5687,34378437265.2141,38908069299.204,44856586316.0458,43454935940.1615,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47632326088.237,43173480831.9739,41802653631.2849,39813383483.5083,39871132268
Turkey,GDP (current US$),90852814005,107143348670,150676291090,150027833330,158459130430,180169736360,130690172297.297,169485941048.035,181475555282.555,189834649111.257,275768693191.09,255884300638.529,272979390333.738,200251925227.874,238428125942.394,311823003788.624,404786739602.812,501416301536.12,552486912921.989,675770112179.989,764335657637.62,644639901973.703,771901768870.083,832523680908.06,873982246611.954,950579413122.56,934185915386.096,859796872677.614,863721648068.806,852676778300.885,771350330460
Turkmenistan,GDP (current US$),3010982414.2,3006988216.6,3189539641.3,3208098919,3200539816.1,3179225948.6,2561118608.35516,2482228439.71407,2378759975.44506,2450349634.47436,2605688065.08338,2450564467.58315,2904662604.82053,3534803921.56863,4461978498.86577,5977560877.44013,6838351088.46688,8103901996.37024,10276674364.8961,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36180000000,37926285714.2857,40761142857
Turks and Caicos Isl.,GDP (current US$),,,,,,,,,,,,,,358744800,366707910,409753640,485598810,578645760,721891470,773489740,862683630,703175750,686787810,728789570,715722770,740776770,823968140,893501650,950357510,962525840,1022312010
Tuvalu,GDP (current US$),,,8824447.7402,9365165.9137,9742949.4712,9630762.9539,10886825.5592923,11025945.1445515,12334846.2320995,12700905.4475286,12757632.8684508,13687141.1058778,13742057.0500928,13196544.946726,15450994.2410084,18231078.5394643,21534931.6075894,21839098.8927071,22902861.4457831,27030996.0274377,30290770.2575339,27101312.7912806,31824701.2779469,38713279.6189995,37671734.4913473,37507514.536976,37291841.426971,35492333.8641732,36547419.8730745,40620557.1335093,42587778.472
Uganda,GDP (current US$),6508931651.7,5276480986,4304398865.9,3321729057.1,2857457860.1,3220439044.2,3990430446.71216,5755818947.42125,6044585326.938,6269333313.17108,6584815846.52754,5998563257.94659,6193246837.09687,5840503868.57245,6178563590.89254,6336696288.98214,7940362799.17997,9013834373.41246,9942597779.99265,12292813603.2327,14239026629.639,18168902153.8798,20186496527.1256,20176025256.9153,23114293416.3905,24599550623.7254,27291879819.3622,27102650386.6012,24133664284.5089,25995031850.1545,27461440192
Ukraine,GDP (current US$),74703517903,82709161099,81456918679,77464561150,73942235330,65648559903,52549555149.1978,48213868178.0874,44558077827.135,50150399791.6471,41883241471.7365,31580639045.454,31261527363.144,37972301334.6736,42351593887.2827,50084197498.4529,64819702951.6826,86057915585.3026,107647920792.079,142579603960.396,179816790704.739,117113410001.027,136013155905.036,163159671670.265,175781379051.433,183310146378.081,133503411375.739,91030959454.6961,93355993628.5042,112190355158.178,130832374400
United Arab Emirates,GDP (current US$),36275674203,41464995914,50701443748,51552165622,54239171888,55625170253,59305093979.842,65743666575.8649,73571233996.1863,78839008444.5655,75674336283.1858,84445473110.9598,104337372362.151,103311640571.818,109816201497.617,124346358066.712,147824370319.946,180617467954.23,222116541865.214,257916133424.098,315474615738.598,253547358747.447,289787338325.391,350666031313.819,374590605854.323,390107556160.653,403137100068.073,358135057862.492,357045064669.843,377701060177.47,414178942590
United Kingdom,GDP (current US$),910122732120,926884816750,1093169389200,1142797178100,1179659529700,1061388722300,1140489745944.29,1341584345905,1415358814352.57,1559078258022.27,1650172242464.39,1682399288141.08,1657816613708.58,1640246149417.01,1784473920863.31,2053018775510.2,2416931526913.22,2538680000000,2713749770009.2,3100882352941.18,2922667279411.76,2410909799034.12,2475244321361.11,2659310054646.23,2704887678386.72,2786022872706.81,3063803240208.01,2928591002002.51,2694283209613.29,2666229179958.01,2855296731500
